DATE,WIND,RAIN,T.MAX,T.MIN,T.MIN.G,IND_0,IND_1,IND_4,IND.1_0.0,IND.1_1.0,IND.1_2.0,IND.1_4.0,IND.2_0.0,IND.2_1.0,IND.2_2.0,IND.2_3.0,IND.2_4.0
1966-10-09,0.1247942048073757,0.04776119402985075,0.5018587360594795,0.5796610169491525,0.390728476821192,1,0,0,1,0,0,0,1,0,0,0,0
1966-10-10,0.09318406322028318,0.022388059701492536,0.5055762081784386,0.6813559322033899,0.6688741721854303,1,0,0,1,0,0,0,1,0,0,0,0
1966-10-11,0.23444188343760292,0.007462686567164179,0.591078066914498,0.6406779661016949,0.42384105960264895,1,0,0,1,0,0,0,1,0,0,0,0
1966-10-12,0.4336516298979256,0.3417910447761194,0.5241635687732341,0.6677966101694914,0.4933774834437085,1,0,0,1,0,0,0,1,0,0,0,0
1966-10-13,0.15640434639446824,0.04776119402985075,0.5241635687732341,0.6542372881355932,0.5728476821192052,1,0,0,1,0,0,0,1,0,0,0,0
1966-10-14,0.09318406322028318,0.0029850746268656717,0.5762081784386617,0.5661016949152542,0.6688741721854303,1,0,0,1,0,0,0,1,0,0,0,0
1966-10-15,0.1906486664471518,0.0,0.4795539033457249,0.6745762711864407,0.4701986754966887,1,0,0,1,0,0,0,1,0,0,0,0
1966-10-16,0.1853803095159697,0.1044776119402985,0.4795539033457249,0.4711864406779661,0.2582781456953642,1,0,0,1,0,0,0,1,0,0,0,0
1966-10-17,0.3938096806058611,0.39850746268656717,0.520446096654275,0.5457627118644068,0.49668874172185423,1,0,0,1,0,0,0,1,0,0,0,0
1966-10-18,0.33355284820546593,0.14477611940298507,0.49814126394052044,0.6576271186440679,0.5728476821192052,1,0,0,1,0,0,0,1,0,0,0,0
1966-10-19,0.1936121172209417,0.004477611940298507,0.4758364312267657,0.711864406779661,0.5562913907284768,1,0,0,1,0,0,0,1,0,0,0,0
1966-10-20,0.2798814619690484,0.0,0.5055762081784386,0.6610169491525424,0.4933774834437085,1,0,0,1,0,0,0,1,0,0,0,0
1966-10-21,0.3184063220283174,0.0,0.4869888475836431,0.6779661016949152,0.4602649006622516,1,0,0,1,0,0,0,1,0,0,0,0
1966-10-22,0.19459993414553836,0.013432835820895522,0.31226765799256506,0.4847457627118644,0.42715231788079466,1,0,0,1,0,0,0,1,0,0,0,0
1966-10-23,0.26736911425749094,0.0,0.39405204460966536,0.4338983050847458,0.22847682119205295,1,0,0,1,0,0,0,1,0,0,0,0
1966-10-24,0.2509054988475469,0.0,0.4200743494423791,0.44067796610169496,0.41390728476821187,1,0,0,1,0,0,0,1,0,0,0,0
1966-10-25,0.1975633849193283,0.0,0.449814126394052,0.5050847457627119,0.49006622516556286,1,0,0,1,0,0,0,1,0,0,0,0
1966-10-26,0.36483371748435955,0.004477611940298507,0.40892193308550184,0.4610169491525424,0.4172185430463576,1,0,0,1,0,0,0,1,0,0,0,0
1966-10-27,0.4869937438261442,0.0,0.35687732342007433,0.5254237288135594,0.35761589403973504,1,0,0,1,0,0,0,1,0,0,0,0
1966-10-28,0.2551860388541324,0.0,0.36802973977695164,0.5627118644067797,0.41059602649006616,1,0,0,1,0,0,0,1,0,0,0,0
1966-10-29,0.1936121172209417,0.0,0.3977695167286245,0.5457627118644068,0.3377483443708609,1,0,0,1,0,0,0,1,0,0,0,0
1966-10-30,0.17978268027658875,0.0,0.3977695167286245,0.5084745762711864,0.2649006622516556,1,0,0,1,0,0,0,1,0,0,0,0
1966-10-31,0.32663812973328943,0.0014925373134328358,0.39405204460966536,0.5457627118644068,0.5827814569536423,1,0,0,1,0,0,0,1,0,0,0,0
1966-11-01,0.6117879486335199,0.03283582089552239,0.3308550185873606,0.47796610169491527,0.3112582781456953,1,0,0,1,0,0,0,1,0,0,0,0
1966-11-02,0.45406651300625617,0.008955223880597014,0.3085501858736059,0.5254237288135594,0.4437086092715231,1,0,0,1,0,0,0,0,0,1,0,0
1966-11-03,0.1702337833388212,0.017910447761194027,0.29368029739776946,0.3728813559322034,0.21192052980132448,1,0,0,1,0,0,0,0,1,0,0,0
1966-11-04,0.1853803095159697,0.043283582089552235,0.3234200743494423,0.4033898305084746,0.35099337748344367,1,0,0,1,0,0,0,1,0,0,0,0
1966-11-05,0.5818241685874219,0.10746268656716418,0.345724907063197,0.44067796610169496,0.4304635761589403,1,0,0,1,0,0,0,1,0,0,0,0
1966-11-06,0.6542640763911756,0.019402985074626865,0.345724907063197,0.5932203389830508,0.509933774834437,1,0,0,1,0,0,0,1,0,0,0,0
1966-11-07,0.20316101415870924,0.0,0.3754646840148699,0.6338983050847458,0.4933774834437085,1,0,0,1,0,0,0,1,0,0,0,0
1966-11-08,0.2430029634507738,0.0,0.3605947955390334,0.49830508474576274,0.42715231788079466,1,0,0,1,0,0,0,1,0,0,0,0
